Thriller;7457;6057;6739;5604;5623;5678;5726;5785;5813;7460;5853;5883;5909;5951;5972;5999;6010;6040;6036;6064
Thriller;0.099529;0.080843;0.089946;0.074797;0.075050;0.075784;0.076425;0.077213;0.077586;0.099569;0.078120;0.078521;0.078868;0.079428;0.079709;0.080069;0.080216;0.080616;0.080563;0.080936
Thriller;7458;7299;7519;8021;7842;7707;7607;7545;7469;7460;7442;7385;7363;7340;7327;7310;7306;7294;7290;7297
Thriller;0.099542;0.097420;0.100356;0.107057;0.104667;0.102866;0.101531;0.100703;0.099689;0.099569;0.099329;0.098568;0.098274;0.097967;0.097794;0.097567;0.097513;0.097353;0.097300;0.097393
Thriller;60009;62809;61445;63715;63677;63567;63471;63353;63297;60003;63217;63157;63105;63021;62979;62925;62903;62843;62851;62795
Thriller;0.800942;0.838314;0.820109;0.850406;0.849899;0.848431;0.847150;0.845575;0.844827;0.800862;0.843760;0.842959;0.842265;0.841144;0.840583;0.839862;0.839569;0.838768;0.838875;0.838127
War;0;245;0;0;0;0;0;4;10;0;17;25;34;52;69;85;116;158;178;217
War;0.000000;0.003270;0.000000;0.000000;0.000000;0.000000;0.000000;0.000053;0.000133;0.000000;0.000227;0.000334;0.000454;0.000694;0.000921;0.001134;0.001548;0.002109;0.002376;0.002896
War;2016;1727;2016;2016;2016;2016;2010;2004;1998;2016;1989;1974;1957;1937;1915;1890;1862;1833;1795;1762
War;0.026908;0.023050;0.026908;0.026908;0.026908;0.026908;0.026828;0.026747;0.026667;0.026908;0.026547;0.026347;0.026120;0.025853;0.025560;0.025226;0.024852;0.024465;0.023958;0.023517
War;2016;1972;2016;2016;2016;2016;2010;2008;2008;2016;2006;1999;1991;1989;1984;1975;1978;1991;1973;1979
War;0.026908;0.026320;0.026908;0.026908;0.026908;0.026908;0.026828;0.026801;0.026801;0.026908;0.026774;0.026681;0.026574;0.026547;0.026481;0.026360;0.026400;0.026574;0.026334;0.026414
War;70891;71469;70891;70891;70891;70891;70903;70915;70927;70891;70945;70975;71009;71049;71093;71143;71199;71257;71333;71399
War;0.946185;0.953899;0.946185;0.946185;0.946185;0.946185;0.946345;0.946505;0.946665;0.946185;0.946905;0.947306;0.947760;0.948294;0.948881;0.949548;0.950296;0.951070;0.952084;0.952965
Western;0;97;0;0;0;1;1;2;3;0;4;7;11;16;17;23;35;48;62;81
Western;0.000000;0.001295;0.000000;0.000000;0.000000;0.000013;0.000013;0.000027;0.000040;0.000000;0.000053;0.000093;0.000147;0.000214;0.000227;0.000307;0.000467;0.000641;0.000828;0.001081
Western;1774;1185;1774;1774;1771;1766;1758;1744;1722;1774;1694;1637;1579;1543;1480;1423;1373;1318;1281;1228
Western;0.023678;0.015816;0.023678;0.023678;0.023638;0.023571;0.023464;0.023277;0.022984;0.023678;0.022610;0.021849;0.021075;0.020594;0.019754;0.018993;0.018325;0.017591;0.017098;0.016390
Western;1774;1282;1774;1774;1771;1767;1759;1746;1725;1774;1698;1644;1590;1559;1497;1446;1408;1366;1343;1309
Western;0.023678;0.017111;0.023678;0.023678;0.023638;0.023584;0.023477;0.023304;0.023024;0.023678;0.022663;0.021943;0.021222;0.020808;0.019981;0.019300;0.018793;0.018232;0.017925;0.017471
Western;71375;72553;71375;71375;71381;71391;71407;71435;71479;71375;71535;71649;71765;71837;71963;72077;72177;72287;72361;72467
Western;0.952645;0.968368;0.952645;0.952645;0.952725;0.952858;0.953072;0.953446;0.954033;0.952645;0.954780;0.956302;0.957850;0.958811;0.960493;0.962014;0.963349;0.964817;0.965805;0.967220
